text,rating,publishedAtDate,restaurante,rating_comida,rating_servicio,rating_ambiente,tiempo_espera_reportado,likesCount,reviewerNumberOfReviews,isLocalGuide,tiene_texto,review_texto,idioma_detectado,fecha,sentimiento,prob_positivo,prob_negativo,prob_neutral,texto_normalizado,temas_detectados,num_temas,sentimiento_score
"La comida es buena, nada espectacular pero asi mismo tiene precios aterrizados por tanto creeria que va acorde.
Adicional tiene una salad bar bien surtida y de con buenos complementos.",4,2026-06-28T16:35:44.312Z,Casa Res | Steak House (Francisco de Orellana),,,,De 10 a 30 min,0,22,True,True,"La comida es buena, nada espectacular pero asi mismo tiene precios aterrizados por tanto creeria que va acorde. Adicional tiene una salad bar bien surtida y de con buenos complementos.",es,2026-06-28 16:35:44.312000+00:00,POS,0.9389979839324952,0.0030662836506962,0.0579357855021953,"la comida es buena, nada espectacular pero asi mismo tiene precios aterrizados por tanto creeria que va acorde. adicional tiene una salad bar bien surtida y de con buenos complementos.",precio,1,1
"El sabor de la comida es muy prometedor. No le pongo las 5 estrellas en comida por que la comida sabia un poco a quemado y las guarniciones pueden ser un poco mejores para acompañar la comida.

El resto como el bar de ensaladas, la atención al cliente y las bebidas, maravillosas.",4,2026-06-26T05:34:01.084Z,Casa Res | Steak House (Francisco de Orellana),3.0,5.0,5.0,De 10 a 30 min,0,21,True,True,"El sabor de la comida es muy prometedor. No le pongo las 5 estrellas en comida por que la comida sabia un poco a quemado y las guarniciones pueden ser un poco mejores para acompañar la comida. El resto como el bar de ensaladas, la atención al cliente y las bebidas, maravillosas.",es,2026-06-26 05:34:01.084000+00:00,POS,0.965984582901001,0.0037245661951601,0.0302909053862094,"el sabor de la comida es muy prometedor. no le pongo las 5 estrellas en comida por que la comida sabia un poco a quemado y las guarniciones pueden ser un poco mejores para acompanar la comida. el resto como el bar de ensaladas, la atencion al cliente y las bebidas, maravillosas.",sabor_comida,3,1
"El sabor de la comida es muy prometedor. No le pongo las 5 estrellas en comida por que la comida sabia un poco a quemado y las guarniciones pueden ser un poco mejores para acompañar la comida.

El resto como el bar de ensaladas, la atención al cliente y las bebidas, maravillosas.",4,2026-06-26T05:34:01.084Z,Casa Res | Steak House (Francisco de Orellana),3.0,5.0,5.0,De 10 a 30 min,0,21,True,True,"El sabor de la comida es muy prometedor. No le pongo las 5 estrellas en comida por que la comida sabia un poco a quemado y las guarniciones pueden ser un poco mejores para acompañar la comida. El resto como el bar de ensaladas, la atención al cliente y las bebidas, maravillosas.",es,2026-06-26 05:34:01.084000+00:00,POS,0.965984582901001,0.0037245661951601,0.0302909053862094,"el sabor de la comida es muy prometedor. no le pongo las 5 estrellas en comida por que la comida sabia un poco a quemado y las guarniciones pueden ser un poco mejores para acompanar la comida. el resto como el bar de ensaladas, la atencion al cliente y las bebidas, maravillosas.",atencion_servicio,3,1
"El sabor de la comida es muy prometedor. No le pongo las 5 estrellas en comida por que la comida sabia un poco a quemado y las guarniciones pueden ser un poco mejores para acompañar la comida.

El resto como el bar de ensaladas, la atención al cliente y las bebidas, maravillosas.",4,2026-06-26T05:34:01.084Z,Casa Res | Steak House (Francisco de Orellana),3.0,5.0,5.0,De 10 a 30 min,0,21,True,True,"El sabor de la comida es muy prometedor. No le pongo las 5 estrellas en comida por que la comida sabia un poco a quemado y las guarniciones pueden ser un poco mejores para acompañar la comida. El resto como el bar de ensaladas, la atención al cliente y las bebidas, maravillosas.",es,2026-06-26 05:34:01.084000+00:00,POS,0.965984582901001,0.0037245661951601,0.0302909053862094,"el sabor de la comida es muy prometedor. no le pongo las 5 estrellas en comida por que la comida sabia un poco a quemado y las guarniciones pueden ser un poco mejores para acompanar la comida. el resto como el bar de ensaladas, la atencion al cliente y las bebidas, maravillosas.",porciones,3,1
"Una pena han desmejorado notablemente la calidad , nos tocó devolver un plato la carne tenía muy mal sabor",1,2026-06-21T20:07:27.022Z,Casa Res | Steak House (Francisco de Orellana),,,,Sin espera,0,132,True,True,"Una pena han desmejorado notablemente la calidad , nos tocó devolver un plato la carne tenía muy mal sabor",es,2026-06-21 20:07:27.022000+00:00,NEG,0.0033839587122201,0.9822496175765992,0.0143664432689547,"una pena han desmejorado notablemente la calidad , nos toco devolver un plato la carne tenia muy mal sabor",sabor_comida,2,-1
"Una pena han desmejorado notablemente la calidad , nos tocó devolver un plato la carne tenía muy mal sabor",1,2026-06-21T20:07:27.022Z,Casa Res | Steak House (Francisco de Orellana),,,,Sin espera,0,132,True,True,"Una pena han desmejorado notablemente la calidad , nos tocó devolver un plato la carne tenía muy mal sabor",es,2026-06-21 20:07:27.022000+00:00,NEG,0.0033839587122201,0.9822496175765992,0.0143664432689547,"una pena han desmejorado notablemente la calidad , nos toco devolver un plato la carne tenia muy mal sabor",carne,2,-1
"Pésima comida, me vino una carne que sabía a podrido, incomible. Casi vomito, realmente malo, sabor a podrido. El mal sabor que me quedó en la boca, es terrible. El sabor de esa carne no era normal, sabía a muerto. Pedí la picada premium! Y de verdad que terrible que tengan esta calidad de carne, que venga a revisar el ARCSA",1,2026-06-21T19:48:38.179Z,Casa Res | Steak House (Francisco de Orellana),1.0,1.0,1.0,,0,3,False,True,"Pésima comida, me vino una carne que sabía a podrido, incomible. Casi vomito, realmente malo, sabor a podrido. El mal sabor que me quedó en la boca, es terrible. El sabor de esa carne no era normal, sabía a muerto. Pedí la picada premium! Y de verdad que terrible que tengan esta calidad de carne, que venga a revisar el ARCSA",es,2026-06-21 19:48:38.179000+00:00,NEG,0.0027218728791922,0.9853290915489196,0.0119490148499608,"pesima comida, me vino una carne que sabia a podrido, incomible. casi vomito, realmente malo, sabor a podrido. el mal sabor que me quedo en la boca, es terrible. el sabor de esa carne no era normal, sabia a muerto. pedi la picada premium! y de verdad que terrible que tengan esta calidad de carne, que venga a revisar el arcsa",sabor_comida,2,-1
"Pésima comida, me vino una carne que sabía a podrido, incomible. Casi vomito, realmente malo, sabor a podrido. El mal sabor que me quedó en la boca, es terrible. El sabor de esa carne no era normal, sabía a muerto. Pedí la picada premium! Y de verdad que terrible que tengan esta calidad de carne, que venga a revisar el ARCSA",1,2026-06-21T19:48:38.179Z,Casa Res | Steak House (Francisco de Orellana),1.0,1.0,1.0,,0,3,False,True,"Pésima comida, me vino una carne que sabía a podrido, incomible. Casi vomito, realmente malo, sabor a podrido. El mal sabor que me quedó en la boca, es terrible. El sabor de esa carne no era normal, sabía a muerto. Pedí la picada premium! Y de verdad que terrible que tengan esta calidad de carne, que venga a revisar el ARCSA",es,2026-06-21 19:48:38.179000+00:00,NEG,0.0027218728791922,0.9853290915489196,0.0119490148499608,"pesima comida, me vino una carne que sabia a podrido, incomible. casi vomito, realmente malo, sabor a podrido. el mal sabor que me quedo en la boca, es terrible. el sabor de esa carne no era normal, sabia a muerto. pedi la picada premium! y de verdad que terrible que tengan esta calidad de carne, que venga a revisar el arcsa",carne,2,-1
"Pésima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida  en partes con muchos minutos de diferencia y los baños muy sucios sin aseo básico el agua de los urinarios regándose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberían dar mejor atención",1,2026-06-20T16:42:02.590Z,Casa Res | Steak House (Francisco de Orellana),1.0,1.0,1.0,De 30 a 60 min,0,10,False,True,"Pésima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida en partes con muchos minutos de diferencia y los baños muy sucios sin aseo básico el agua de los urinarios regándose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberían dar mejor atención",es,2026-06-20 16:42:02.590000+00:00,NEG,0.0028611479792743,0.9851011037826538,0.0120377019047737,"pesima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida en partes con muchos minutos de diferencia y los banos muy sucios sin aseo basico el agua de los urinarios regandose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberian dar mejor atencion",sabor_comida,4,-1
"Pésima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida  en partes con muchos minutos de diferencia y los baños muy sucios sin aseo básico el agua de los urinarios regándose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberían dar mejor atención",1,2026-06-20T16:42:02.590Z,Casa Res | Steak House (Francisco de Orellana),1.0,1.0,1.0,De 30 a 60 min,0,10,False,True,"Pésima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida en partes con muchos minutos de diferencia y los baños muy sucios sin aseo básico el agua de los urinarios regándose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberían dar mejor atención",es,2026-06-20 16:42:02.590000+00:00,NEG,0.0028611479792743,0.9851011037826538,0.0120377019047737,"pesima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida en partes con muchos minutos de diferencia y los banos muy sucios sin aseo basico el agua de los urinarios regandose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberian dar mejor atencion",atencion_servicio,4,-1
"Pésima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida  en partes con muchos minutos de diferencia y los baños muy sucios sin aseo básico el agua de los urinarios regándose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberían dar mejor atención",1,2026-06-20T16:42:02.590Z,Casa Res | Steak House (Francisco de Orellana),1.0,1.0,1.0,De 30 a 60 min,0,10,False,True,"Pésima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida en partes con muchos minutos de diferencia y los baños muy sucios sin aseo básico el agua de los urinarios regándose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberían dar mejor atención",es,2026-06-20 16:42:02.590000+00:00,NEG,0.0028611479792743,0.9851011037826538,0.0120377019047737,"pesima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida en partes con muchos minutos de diferencia y los banos muy sucios sin aseo basico el agua de los urinarios regandose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberian dar mejor atencion",tiempo_espera,4,-1
"Pésima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida  en partes con muchos minutos de diferencia y los baños muy sucios sin aseo básico el agua de los urinarios regándose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberían dar mejor atención",1,2026-06-20T16:42:02.590Z,Casa Res | Steak House (Francisco de Orellana),1.0,1.0,1.0,De 30 a 60 min,0,10,False,True,"Pésima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida en partes con muchos minutos de diferencia y los baños muy sucios sin aseo básico el agua de los urinarios regándose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberían dar mejor atención",es,2026-06-20 16:42:02.590000+00:00,NEG,0.0028611479792743,0.9851011037826538,0.0120377019047737,"pesima comida sin sabor las costillas , un lugar que no tiene personal que te sirve la comida en partes con muchos minutos de diferencia y los banos muy sucios sin aseo basico el agua de los urinarios regandose es algo que le pierdes el gusto a comer en un lugar que por sus precios deberian dar mejor atencion",precio,4,-1
La carne hoy estuvo dura,5,2026-06-17T03:47:21.530Z,Casa Res | Steak House (Francisco de Orellana),,,,Sin espera,0,53,True,True,La carne hoy estuvo dura,es,2026-06-17 03:47:21.530000+00:00,NEG,0.0387389995157718,0.8061436414718628,0.1551174372434616,la carne hoy estuvo dura,carne,1,-1
Hemos regresado casi a los 8 meses pero han perdido mucho su sabor. Lamentablemente,1,2026-06-14T12:46:15.989Z,Casa Res | Steak House (Francisco de Orellana),,,,,0,8,False,True,Hemos regresado casi a los 8 meses pero han perdido mucho su sabor. Lamentablemente,es,2026-06-14 12:46:15.989000+00:00,NEG,0.0044152946211397,0.93461811542511,0.0609665773808956,hemos regresado casi a los 8 meses pero han perdido mucho su sabor. lamentablemente,sabor_comida,1,-1
Excelente lugar para degustar platillos asados,5,2026-06-03T15:08:09.879Z,Casa Res | Steak House (Francisco de Orellana),,,,Hasta 10 min,0,19,True,True,Excelente lugar para degustar platillos asados,es,2026-06-03 15:08:09.879000+00:00,POS,0.9108051061630248,0.0041232965886592,0.0850715711712837,excelente lugar para degustar platillos asados,carne,1,1
"El peor servicio de parte de un mesero con tatuaje en la nuca , parece de pandilla",1,2026-06-02T22:00:28.265Z,Casa Res | Steak House (Francisco de Orellana),,,,,0,11,True,True,"El peor servicio de parte de un mesero con tatuaje en la nuca , parece de pandilla",es,2026-06-02 22:00:28.265000+00:00,NEG,0.0025635317433625,0.9858627915382384,0.01157365180552,"el peor servicio de parte de un mesero con tatuaje en la nuca , parece de pandilla",atencion_servicio,1,-1
Muy buen servicio.,5,2026-05-31T19:13:42.705Z,Casa Res | Steak House (Francisco de Orellana),,,,,0,2,False,True,Muy buen servicio.,es,2026-05-31 19:13:42.705000+00:00,POS,0.9622986912727356,0.0052524865604937,0.0324488021433353,muy buen servicio.,atencion_servicio,1,1
"Ayer fui a comer a casa res San Marino con mi esposo y mis hijas a las 8:30 pm y se me acerca un joven nose si es el supervisor o administrador, pero para que me atendió súper que bien el estubo  siempre atento a lo que necesitamos incluso una de las chicas que se equivocó el, le estaba enseñando pero enseñaba con una calma y tranquilidad que daba gusto volver a venir ,lo  que si me di cuenta de algo que el joven siempre para sonriendo y por eso yo le dije "" que. A la próxima que venga , quiero que me atienda usted y, que si no está el no como y se me sonrió y se puso rojo "", fue o es una de mis mejores experiencias pero el chico con la atención que me dió de seguro regreso de nuevo espero encontrarlo de nuevo al joven",5,2026-05-24T06:57:29.881Z,Casa Res | Steak House (Francisco de Orellana),5.0,5.0,5.0,,0,1,False,True,"Ayer fui a comer a casa res San Marino con mi esposo y mis hijas a las 8:30 pm y se me acerca un joven nose si es el supervisor o administrador, pero para que me atendió súper que bien el estubo siempre atento a lo que necesitamos incluso una de las chicas que se equivocó el, le estaba enseñando pero enseñaba con una calma y tranquilidad que daba gusto volver a venir ,lo que si me di cuenta de algo que el joven siempre para sonriendo y por eso yo le dije "" que. A la próxima que venga , quiero que me atienda usted y, que si no está el no como y se me sonrió y se puso rojo "", fue o es una de mis mejores experiencias pero el chico con la atención que me dió de seguro regreso de nuevo espero encontrarlo de nuevo al joven",es,2026-05-24 06:57:29.881000+00:00,POS,0.751963198184967,0.0219437107443809,0.2260931581258773,"ayer fui a comer a casa res san marino con mi esposo y mis hijas a las 8:30 pm y se me acerca un joven nose si es el supervisor o administrador, pero para que me atendio super que bien el estubo siempre atento a lo que necesitamos incluso una de las chicas que se equivoco el, le estaba ensenando pero ensenaba con una calma y tranquilidad que daba gusto volver a venir ,lo que si me di cuenta de algo que el joven siempre para sonriendo y por eso yo le dije "" que. a la proxima que venga , quiero que me atienda usted y, que si no esta el no como y se me sonrio y se puso rojo "", fue o es una de mis mejores experiencias pero el chico con la atencion que me dio de seguro regreso de nuevo espero encontrarlo de nuevo al joven",atencion_servicio,1,1
La atención es muy demorada y no había aire acondicionado,2,2026-05-19T16:40:53.649Z,Casa Res | Steak House (Francisco de Orellana),,,,,0,2,False,True,La atención es muy demorada y no había aire acondicionado,es,2026-05-19 16:40:53.649000+00:00,NEG,0.0045856456272304,0.920661687850952,0.0747526735067367,la atencion es muy demorada y no habia aire acondicionado,atencion_servicio,3,-1
La atención es muy demorada y no había aire acondicionado,2,2026-05-19T16:40:53.649Z,Casa Res | Steak House (Francisco de Orellana),,,,,0,2,False,True,La atención es muy demorada y no había aire acondicionado,es,2026-05-19 16:40:53.649000+00:00,NEG,0.0045856456272304,0.920661687850952,0.0747526735067367,la atencion es muy demorada y no habia aire acondicionado,tiempo_espera,3,-1
La atención es muy demorada y no había aire acondicionado,2,2026-05-19T16:40:53.649Z,Casa Res | Steak House (Francisco de Orellana),,,,,0,2,False,True,La atención es muy demorada y no había aire acondicionado,es,2026-05-19 16:40:53.649000+00:00,NEG,0.0045856456272304,0.920661687850952,0.0747526735067367,la atencion es muy demorada y no habia aire acondicionado,ambiente_instalaciones,3,-1
Esta es la opción perfecta para cuando estas cansado de comer almuerzo ($3.50) pero tampoco tienes plata para comer en un lugar bacan y caro. Casa Res es la opción perfecta. Tienes ensaladas ilimitadas (bar de ensaladas) precios razonables y comida buena. El lugar es super bacan.,5,2026-05-19T00:09:45.206Z,Casa Res | Steak House (Francisco de Orellana),5.0,5.0,5.0,,0,284,True,True,Esta es la opción perfecta para cuando estas cansado de comer almuerzo ($3.50) pero tampoco tienes plata para comer en un lugar bacan y caro. Casa Res es la opción perfecta. Tienes ensaladas ilimitadas (bar de ensaladas) precios razonables y comida buena. El lugar es super bacan.,es,2026-05-19 00:09:45.206000+00:00,POS,0.8726844787597656,0.0063619087450206,0.1209536418318748,esta es la opcion perfecta para cuando estas cansado de comer almuerzo ($3.50) pero tampoco tienes plata para comer en un lugar bacan y caro. casa res es la opcion perfecta. tienes ensaladas ilimitadas (bar de ensaladas) precios razonables y comida buena. el lugar es super bacan.,porciones,2,1
Esta es la opción perfecta para cuando estas cansado de comer almuerzo ($3.50) pero tampoco tienes plata para comer en un lugar bacan y caro. Casa Res es la opción perfecta. Tienes ensaladas ilimitadas (bar de ensaladas) precios razonables y comida buena. El lugar es super bacan.,5,2026-05-19T00:09:45.206Z,Casa Res | Steak House (Francisco de Orellana),5.0,5.0,5.0,,0,284,True,True,Esta es la opción perfecta para cuando estas cansado de comer almuerzo ($3.50) pero tampoco tienes plata para comer en un lugar bacan y caro. Casa Res es la opción perfecta. Tienes ensaladas ilimitadas (bar de ensaladas) precios razonables y comida buena. El lugar es super bacan.,es,2026-05-19 00:09:45.206000+00:00,POS,0.8726844787597656,0.0063619087450206,0.1209536418318748,esta es la opcion perfecta para cuando estas cansado de comer almuerzo ($3.50) pero tampoco tienes plata para comer en un lugar bacan y caro. casa res es la opcion perfecta. tienes ensaladas ilimitadas (bar de ensaladas) precios razonables y comida buena. el lugar es super bacan.,precio,2,1
"El parqueo es pequeño, los precios altos la parrillada doble parecían bocaditos de pedacitos de carne y pollo , lo único bueno las ensaladas , los olores de la parrilla quedaron en mi cabello y eso que estaba lejos.  Los baños estaban limpios y bien presentados. A pesar de ser un grupo grande y decir que cada uno quería pagar lo que consumía terminaron haciendo dos grupos para cobrar en dos facturas que por cierto en la mía habia un morochoclo que no habíamos pedido y como el otro grupo se fue nos tocó pagarlo. En lo personal no me gustó.",3,2026-05-17T02:50:50.190Z,Casa Res | Steak House (Francisco de Orellana),3.0,3.0,3.0,,0,446,True,True,"El parqueo es pequeño, los precios altos la parrillada doble parecían bocaditos de pedacitos de carne y pollo , lo único bueno las ensaladas , los olores de la parrilla quedaron en mi cabello y eso que estaba lejos. Los baños estaban limpios y bien presentados. A pesar de ser un grupo grande y decir que cada uno quería pagar lo que consumía terminaron haciendo dos grupos para cobrar en dos facturas que por cierto en la mía habia un morochoclo que no habíamos pedido y como el otro grupo se fue nos tocó pagarlo. En lo personal no me gustó.",es,2026-05-17 02:50:50.190000+00:00,NEG,0.0270765908062458,0.7340903282165527,0.2388330996036529,"el parqueo es pequeno, los precios altos la parrillada doble parecian bocaditos de pedacitos de carne y pollo , lo unico bueno las ensaladas , los olores de la parrilla quedaron en mi cabello y eso que estaba lejos. los banos estaban limpios y bien presentados. a pesar de ser un grupo grande y decir que cada uno queria pagar lo que consumia terminaron haciendo dos grupos para cobrar en dos facturas que por cierto en la mia habia un morochoclo que no habiamos pedido y como el otro grupo se fue nos toco pagarlo. en lo personal no me gusto.",carne,3,-1
"El parqueo es pequeño, los precios altos la parrillada doble parecían bocaditos de pedacitos de carne y pollo , lo único bueno las ensaladas , los olores de la parrilla quedaron en mi cabello y eso que estaba lejos.  Los baños estaban limpios y bien presentados. A pesar de ser un grupo grande y decir que cada uno quería pagar lo que consumía terminaron haciendo dos grupos para cobrar en dos facturas que por cierto en la mía habia un morochoclo que no habíamos pedido y como el otro grupo se fue nos tocó pagarlo. En lo personal no me gustó.",3,2026-05-17T02:50:50.190Z,Casa Res | Steak House (Francisco de Orellana),3.0,3.0,3.0,,0,446,True,True,"El parqueo es pequeño, los precios altos la parrillada doble parecían bocaditos de pedacitos de carne y pollo , lo único bueno las ensaladas , los olores de la parrilla quedaron en mi cabello y eso que estaba lejos. Los baños estaban limpios y bien presentados. A pesar de ser un grupo grande y decir que cada uno quería pagar lo que consumía terminaron haciendo dos grupos para cobrar en dos facturas que por cierto en la mía habia un morochoclo que no habíamos pedido y como el otro grupo se fue nos tocó pagarlo. En lo personal no me gustó.",es,2026-05-17 02:50:50.190000+00:00,NEG,0.0270765908062458,0.7340903282165527,0.2388330996036529,"el parqueo es pequeno, los precios altos la parrillada doble parecian bocaditos de pedacitos de carne y pollo , lo unico bueno las ensaladas , los olores de la parrilla quedaron en mi cabello y eso que estaba lejos. los banos estaban limpios y bien presentados. a pesar de ser un grupo grande y decir que cada uno queria pagar lo que consumia terminaron haciendo dos grupos para cobrar en dos facturas que por cierto en la mia habia un morochoclo que no habiamos pedido y como el otro grupo se fue nos toco pagarlo. en lo personal no me gusto.",moro,3,-1
